X,Y,OBJECTID,SH,RS,RP,siteRef,lane,type,percentHeavy,equipmentCurrent,description,region,acceptedDays,AADT5yearsAgo,AADT4yearsAgo,AADT3yearsAgo,AADT2yearsAgo,AADT1yearAgo,siteType
1748909.5214,5941706.7262,436,1N,398,4.05999994277954,01N40402,Ramp,Continuous,12.2,Dual Loop,SH1 Dairy Flat SC Off Ramp NB,02 - Auckland,68,2636,2651,2550,2654,2171,Regional Continuous
1753017.6732,5934711.2491,437,1N,398,12.3699998855591,01N40410,Ramp,Continuous,8.4,ATMS (Dual Loop),SH1 Oteha Valley Rd Off Ramp NB (N10),02 - Auckland,358,12186,12282,12073,12416,10299,Regional Continuous
1753018.5467,5934292.2982,438,1N,398,12.5799999237061,01N40411,Ramp,Non-Continuous,88.9,Dual Loop,SH1 Albany Bus Station Off Ramp NB,02 - Auckland,56,314,337,330,497,449,Regional Non-Continuous
1753419.3429,5932927.2826,439,1N,398,14.2299995422363,01N40412,Ramp,Continuous,3.5,ATMS (Dual Loop),SH1 Greville Rd Off Ramp NB (N9),02 - Auckland,365,20880,21237,20417,20109,17197,Regional Continuous
1754543.6565,5930789.8369,440,1N,414,0.740000009536743,01N40414,Ramp,Continuous,9.4,ATMS (Dual Loop),SH1 Upper Harbour Hwy Off Ramp NB (N8),02 - Auckland,139,16076,15612,15016,14527,13377,Regional Continuous
1755617.7101,5928776.251,441,1N,414,3.08999991416931,01N40417,Ramp,Continuous,2.1,ATMS (Dual Loop),SH1 Tristram Ave Off Ramp NB (N7),02 - Auckland,366,16075,15934,16083,15876,13714,Regional Continuous
1756479.3541,5926967.1886,442,1N,414,5.1100001335144,01N40419,Ramp,Continuous,4.1,ATMS (Dual Loop),SH1 Northcote Rd Off Ramp NB (N6),02 - Auckland,365,7320,7643,7576,7878,6595,Regional Continuous
1757062.2542,5925528.5086,443,1N,414,6.75,01N40420,Ramp,Continuous,3.2,Dual Loop,SH1 Esmonde Rd Off Ramp NB ,02 - Auckland,345,20571,20251,20156,20263,15166,Regional Continuous
1756221.8177,5924309.8987,444,1N,414,8.22000026702881,01N40422,Ramp,Non-Continuous,4.3,Dual Loop,SH1 Onewa Rd Off Ramp NB ,02 - Auckland,64,13574,13843,14258,13735,11679,Regional Non-Continuous
1756040.0191,5923728.5798,445,1N,414,8.85000038146973,01N40423,Ramp,Non-Continuous,2.5,Dual Loop,SH1 Stafford Rd Off Ramp NB,02 - Auckland,66,2685,2823,2698,2761,2185,Regional Non-Continuous
1756548.7786,5919387.9807,446,1N,427,0.259999990463257,01N40427,Ramp,Non-Continuous,4.1,Single Loop,SH1 Nelson St Off Ramp NB ,02 - Auckland,,16582,16641,14930,15202,13136,Regional Non-Continuous
1756907.7869,5919369.7062,447,1N,427,0.779999971389771,01N40428,Ramp,Continuous,4.1,SCATS,SH1 Northwestern Off Ramp NB (Link 01630003),02 - Auckland,345,20134,19988,18618,18781,17865,Regional Continuous
1757602.7812,5918354.1858,448,1N,427,1.96000003814697,01N40430,Ramp,Non-Continuous,1.9,Dual Loop,SH1 Khyber Pass Off Ramp NB,02 - Auckland,30,10703,11157,11431,11035,9525,Regional Non-Continuous
1759365.38,5916503.8589,449,1N,431,1.01999998092651,01N40432,Ramp,Continuous,3.2,Dual Loop,SH1 Market Rd Off Ramp NB,02 - Auckland,104,4281,4916,4833,4996,3850,Regional Continuous
1760271.735,5915800.7208,450,1N,431,2.29999995231628,01N40433,Ramp,Non-Continuous,6.2,Dual Loop,SH1 Green Lane East Off Ramp NB,02 - Auckland,98,7970,8078,8617,8747,7955,Regional Non-Continuous
1761592.0616,5914101.4604,451,1N,431,4.53999996185303,01N40435,Ramp,Non-Continuous,5.8,Dual Loop,SH1 Ellerslie Panmure Hwy Off Ramp NB,02 - Auckland,13,6646,7360,7783,7999,6912,Regional Non-Continuous
1764318.5778,5912276.9853,452,1N,431,7.8899998664856,01N40439,Ramp,Non-Continuous,6.2,Dual Loop,SH1 Mt Wellington Hwy Off Ramp NB,02 - Auckland,44,16874,17545,18015,18179,16551,Regional Non-Continuous
1765129.6203,5909721.6894,453,1N,431,10.289999961853,01N40441,Ramp,Non-Continuous,6.1,Dual Loop,SH1 Princes St Off Ramp NB,02 - Auckland,72,9791,9479,9605,10065,8693,Regional Non-Continuous
1765577.8327,5908595.6116,454,1N,431,11.8400001525879,01N40443,Ramp,Non-Continuous,10.5,Dual Loop,SH1 Highbrook Dr Off Ramp NB,02 - Auckland,58,7884,8302,8282,8578,8242,Regional Non-Continuous
1766123.8062,5907587.7175,455,1N,431,12.9799995422363,01N40444,Ramp,Non-Continuous,3.7,Dual Loop,SH1 East Tamaki Rd Off Ramp NB,02 - Auckland,41,8031,8190,8025,8018,7849,Regional Non-Continuous
1768363.4024,5903697.1885,456,1N,448,0.930000007152557,01N40449,Ramp,Virtual,9.1,Virtual,SH1 Gt South Rd / Southwestern Off Ramp NB - Virtual (exit 449A-B),02 - Auckland,,28758,29596,29688,31622,28886,Virtual
1769866.4018,5899063.1261,457,1N,448,5.8899998664856,01N40454,Ramp,Non-Continuous,5,Dual Loop,SH1 Takanini Off Ramp NB,02 - Auckland,,6771,6316,6086,6020,6186,Regional Non-Continuous
1771529.2505,5894990.2892,458,1N,448,10.3100004196167,01N40458,Ramp,Non-Continuous,6.5,Dual Loop,SH1 Papakura Off Ramp NB,02 - Auckland,53,3064,2789,2689,3388,3488,Regional Non-Continuous
1772957.6042,5891148.9288,459,1N,461,0.330000013113022,01N40462,Ramp,Non-Continuous,8.6,Dual Loop,SH1 Drury Off Ramp NB,02 - Auckland,28,2213,2679,3112,2927,2057,Regional Non-Continuous
1775019.1998,5887167.682,460,1N,461,4.88000011444092,01N40465,Ramp,Non-Continuous,12.7,Dual Loop,SH1 Ramarama Off Ramp NB,02 - Auckland,67,745,920,989,820,924,Regional Non-Continuous
1776175.7363,5881558.5635,461,1N,461,10.8999996185303,01N40471,Ramp,Non-Continuous,9,Dual Loop,SH1 Mill Rd Off Ramp NB,02 - Auckland,69,5018,5304,5239,5422,5094,Regional Non-Continuous
1776985.0741,5880321.9923,462,1N,461,12.5,01N40473,Ramp,Non-Continuous,11.7,Dual Loop,SH1 Beaver Rd Off Ramp NB,02 - Auckland,70,337,338,343,358,291,Regional Non-Continuous
1777507.4237,5879067.8799,463,1N,461,13.8100004196167,01N40475,Ramp,Non-Continuous,18.1,Dual Loop,SH1 Nikau Rd Off Ramp NB,02 - Auckland,14,147,162,176,187,177,Regional Non-Continuous
1778799.0147,5877709.1672,464,1N,461,15.7299995422363,01N40477,Ramp,Continuous,14.6,Dual Loop,SH1 SH2 Off Ramp NB,02 - Auckland,66,536,625,670,683,622,Regional Continuous
1757249.7493,5918879.4344,465,1N,427,1.44000005722046,01N45429,Ramp,Non-Continuous,4.1,Single Loop,SH1 Symonds St Off Ramp NB,02 - Auckland,,7960,7960,8000,8100,6900,Regional Non-Continuous
1757579.1464,5919661.038,466,1N,427,1.44000005722046,01N46429,Ramp,Non-Continuous,16.2,Dual Loop,SH1 Port Off Ramp NB (Link 01650002),02 - Auckland,76,6215,6318,6202,6101,5227,Regional Non-Continuous
1757249.7493,5918879.4344,467,1N,427,1.44000005722046,01N47429,Ramp,Non-Continuous,1.5,Dual Loop,SH1 Wellesley St Off Ramp NB,02 - Auckland,65,4978,4960,4860,4932,3948,Regional Non-Continuous
1757408.5449,5918974.747,468,1N,427,1.44000005722046,01N48429,Ramp,Virtual,7.4,Virtual,SH1 Symonds/Wellesley/Port Off Ramp NB - Virtual,02 - Auckland,,19153,19238,19062,19133,16075,Virtual
1768243.13,5903324.9568,469,1N,448,0.930000007152557,01N48449,Ramp,Non-Continuous,5.8,Dual Loop,SH1 Gt South Rd Off Ramp NB (exit 449A),02 - Auckland,21,8142,7957,7098,8052,7402,Regional Non-Continuous
1757275.3237,5919089.4695,470,1N,427,1.44000005722046,01N49429,Ramp,Virtual,9.9,Virtual,SH1 Wellesley/Port Off Ramp NB - Virtual,02 - Auckland,,11193,11278,11062,11033,9175,Virtual
1768166.2107,5904307.7952,471,1N,448,0.930000007152557,01N49449,Ramp,Continuous,10.3,ATMS (Dual Loop),SH1 Southwestern Off Ramp NB (exit 449B) (Link 02010000),02 - Auckland,360,20616,21639,22590,23570,21484,Regional Continuous
1750186.9621,5955896.3333,472,1N,373,9.77000045776367,01N50383,Ramp,Continuous,3,SCATS,SH1 SH17 On Ramp NB,02 - Auckland,217,2395,2400,2366,2379,1836,Regional Continuous
1748936.1278,5949883.5595,473,1N,373,16.3400001525879,01N50390,Ramp,Non-Continuous,6.1,Dual Loop,SH1 Orewa On Ramp NB ,02 - Auckland,51,534,634,661,681,640,Regional Non-Continuous
1748665.2866,5945612.6308,474,1N,373,20.7299995422363,01N50398,Ramp,Non-Continuous,7.8,Dual Loop,SH1 Silverdale On Ramp NB,02 - Auckland,45,2678,3088,3394,3547,3372,Regional Non-Continuous
1748909.5214,5941706.7262,475,1N,398,3.44000005722046,01N50402,Ramp,Virtual,6,Virtual,SH1 Dairy Flat SC On Ramp NB - Virtual,02 - Auckland,,2636,2651,2550,2654,2171,Virtual
1752770.486,5935293.6676,476,1N,398,11.6499996185303,01N50410,Ramp,Non-Continuous,3.6,Dual Loop,SH1 Oteha Valley Rd On Ramp NB,02 - Auckland,57,4987,5282,5448,5544,4821,Regional Non-Continuous
1753366.0123,5933089.1542,477,1N,398,13.9700002670288,01N50412,Ramp,Non-Continuous,8.1,Dual Loop,SH1 Greville Rd On Ramp NB,02 - Auckland,,3273,3432,3206,3529,3004,Regional Non-Continuous
1753849.8038,5931719.305,478,1N,398,15.460000038147,01N50414,Ramp,Non-Continuous,5.2,Dual Loop,SH1 Upper Harbour Hwy On Ramp NB,02 - Auckland,,13400,13846,13839,13859,13936,Regional Non-Continuous
1755421.7665,5929242.8027,479,1N,414,2.5699999332428,01N50417,Ramp,Non-Continuous,2.3,Dual Loop,SH1 Tristram Ave On Ramp NB,02 - Auckland,57,8031,8059,7981,7767,7348,Regional Non-Continuous
1756282.5197,5927381.7473,480,1N,414,4.61999988555908,01N50419,Ramp,Non-Continuous,1.7,Dual Loop,SH1 Northcote Rd On Ramp NB,02 - Auckland,59,10832,10902,10442,10323,8788,Regional Non-Continuous
1757107.3407,5925972.5626,481,1N,414,6.09999990463257,01N50420,Ramp,Non-Continuous,2.2,Dual Loop,SH1 Esmonde Rd On Ramp NB,02 - Auckland,53,5494,5677,5733,5491,5025,Regional Non-Continuous
1756261.3323,5924545.9584,482,1N,414,7.76999998092651,01N50422,Ramp,Non-Continuous,1.6,Dual Loop,SH1 Onewa Rd On Ramp NB,02 - Auckland,56,5298,5275,5048,4934,4558,Regional Non-Continuous
1755259.0268,5921791.1669,483,1N,414,10.960000038147,01N50425,Ramp,Non-Continuous,1.9,Dual Loop,SH1 Curran St On Ramp NB,02 - Auckland,65,8273,8171,8492,8300,6349,Regional Non-Continuous
1756070.4867,5921035.8765,484,1N,414,12.1700000762939,01N50426,Ramp,Continuous,6.2,SCATS,SH1 Fanshawe St On Ramp NB,02 - Auckland,348,17310,16571,15807,14903,10410,Regional Continuous
1756418.3074,5920121.6569,485,1N,414,13.1700000762939,01N50427,Ramp,Non-Continuous,1.7,Dual Loop,SH1 Wellington St On Ramp NB,02 - Auckland,56,6774,6892,6970,6667,5239,Regional Non-Continuous
1758018.6168,5917924.0546,486,1N,427,2.48000001907349,01N50431,Ramp,Continuous,1.5,ATMS (Dual Loop),SH1 Gillies Ave On Ramp NB (S2),02 - Auckland,361,22756,21376,19813,20217,17743,Regional Continuous
1760038.3769,5915986.2417,487,1N,431,1.86000001430511,01N50433,Ramp,Continuous,4.8,Dual Loop,SH1 Green Lane East On Ramp NB,02 - Auckland,345,17853,17274,17058,17147,14476,Regional Continuous
1761269.3372,5914472.7949,488,1N,431,4.01999998092651,01N50435,Ramp,Continuous,6.2,Dual Loop,SH1 Ellerslie Panmure Hwy On Ramp NB,02 - Auckland,343,11842,12447,12313,12398,10593,Regional Continuous
1762473.9289,5913143.2701,489,1N,431,5.75,01N50437,Ramp,Non-Continuous,5.3,Dual Loop,SH1 Sth Eastern Hwy On Ramp NB,02 - Auckland,47,17336,17423,16845,16971,14540,Regional Non-Continuous
1763671.8586,5912650.6811,490,1N,431,7.15999984741211,01N50439,Ramp,Non-Continuous,4.5,Dual Loop,SH1 Mt Wellington Hwy On Ramp NB,02 - Auckland,49,9866,10419,10241,10115,8374,Regional Non-Continuous
1764980.097,5910493.3668,491,1N,431,9.78999996185303,01N50441,Ramp,Non-Continuous,2.2,Dual Loop,SH1 Princes St On Ramp NB,02 - Auckland,30,4180,4299,4325,4545,4313,Regional Non-Continuous
1765413.0185,5909010.2731,492,1N,431,11.3599996566772,01N50443,Ramp,Non-Continuous,7.8,Dual Loop,SH1 Highbrook Dr On Ramp NB,02 - Auckland,35,11405,11696,12104,12474,10176,Regional Non-Continuous
1766096.6888,5907647.6624,493,1N,431,12.9300003051758,01N50444,Ramp,Continuous,6.7,ATMS (Dual Loop),SH1 East Tamaki Rd On Ramp NB (S6),02 - Auckland,365,10200,10525,10620,10905,10291,Regional Continuous
1767629.3726,5905249.7289,494,1N,431,15.8400001525879,01N50447,Ramp,Non-Continuous,3.6,Dual Loop,SH1 Te Irirangi Dr On Ramp NB,02 - Auckland,70,8794,9116,9549,9367,8533,Regional Non-Continuous
1767883.6747,5904583.2379,495,1N,431,16.6499996185303,01N50448,Ramp,Continuous,5.3,ATMS (Dual Loop),SH1 Redoubt Rd On Ramp NB,02 - Auckland,365,6990,7398,7833,7865,7019,Regional Continuous
1768086.2117,5904307.6385,496,1N,448,0.259999990463257,01N50449,Ramp,Continuous,7.7,Dual Loop,SH1 Southwestern On Ramp NB - Virtual (Link 02040000),02 - Auckland,365,8316,8272,8607,8459,7387,Regional Continuous
1769481.7228,5901991.3815,497,1N,448,2.82999992370605,01N50451,Ramp,Non-Continuous,4.1,Dual Loop,SH1 Hill Rd On Ramp NB,02 - Auckland,65,14892,16573,17178,16934,14579,Regional Non-Continuous
1769865.9146,5899315.126,498,1N,448,5.67000007629395,01N50454,Ramp,Continuous,5,ATMS (Single Loop),SH1 Takanini On Ramp NB (S8),02 - Auckland,,11827,11577,11322,11813,11497,Regional Continuous
1771433.6575,5895299.1107,499,1N,448,10.1199998855591,01N50458,Ramp,Continuous,8.7,ATMS (Dual Loop),SH1 Papakura On Ramp NB,02 - Auckland,365,7649,6945,6903,7238,7786,Regional Continuous
1772893.6433,5891653.8218,500,1N,448,13.9700002670288,01N50462,Ramp,Non-Continuous,7.9,Dual Loop,SH1 Drury On Ramp NB,02 - Auckland,70,10808,9652,8448,9930,11145,Regional Non-Continuous
1774809.3504,5887614.306,501,1N,461,4.32999992370605,01N50465,Ramp,Non-Continuous,5.6,Dual Loop,SH1 Ramarama On Ramp NB,02 - Auckland,70,1732,1574,1555,1832,1954,Regional Non-Continuous
1775898.6307,5882146.0811,502,1N,461,10.2299995422363,01N50471,Ramp,Non-Continuous,7,Dual Loop,SH1 Mill Rd On Ramp NB,02 - Auckland,72,6417,6249,6394,6370,5184,Regional Non-Continuous
1776847.7962,5880467.7469,503,1N,461,12.1999998092651,01N50473,Ramp,Non-Continuous,7.1,Dual Loop,SH1 Beaver Rd On Ramp NB,02 - Auckland,56,347,347,395,381,312,Regional Non-Continuous
1777375.5537,5879534.666,504,1N,461,13.2799997329712,01N50475,Ramp,Non-Continuous,27.6,Dual Loop,SH1 Nikau Rd On Ramp NB,02 - Auckland,66,948,956,860,872,840,Regional Non-Continuous
1778376.2997,5878081.4156,505,1N,461,15.039999961853,01N50476,Ramp,Non-Continuous,2.6,Dual Loop,SH1 Razorback Rd On Ramp NB,02 - Auckland,26,1284,1538,1603,1754,1637,Regional Non-Continuous
1778970.0873,5877676.4796,506,1N,461,15.4899997711182,01N50477,Ramp,Continuous,21.5,ATMS (Dual Loop),SH1 SH2 On Ramp NB,02 - Auckland,366,7635,8011,7594,7576,6275,Regional Continuous
1753017.6732,5934711.2491,507,1N,398,12.3699998855591,01N59410,Ramp,Virtual,84.4,Virtual,SH1 Albany Bus Station Exit to Oteha Valley Rd NB,02 - Auckland,,63,67,65,99,90,Virtual
1757041.0597,5926112.4149,508,1N,414,6.09999990463257,01N59420,Ramp,Non-Continuous,1.9,Dual Loop,SH1 Akoranga Dr On Ramp NB,02 - Auckland,36,1138,1168,1207,1157,975,Regional Non-Continuous
1756593.5309,5920004.0205,509,1N,414,13.5500001907349,01N59427,Ramp,Continuous,6.2,SCATS,SH1 Port / SH16 On Ramp NB (Link 01668002),02 - Auckland,345,18231,21520,21549,22561,18972,Regional Continuous
1771320.8972,5895694.9002,510,1N,448,9.55000019073486,01N59458,Ramp,Continuous,11,SCATS,SH1 Karaka On Ramp NB,02 - Auckland,346,5200,5561,5953,6125,5115,Regional Continuous
1750231.181,5955792.4455,511,1N,373,9.89000034332275,01N60383,Ramp,Continuous,2.8,SCATS,SH1 SH17 Off Ramp SB,02 - Auckland,,2084,2120,2113,2171,1809,Regional Continuous
1748963.2759,5949812.6287,512,1N,373,16.3899993896484,01N60390,Ramp,Non-Continuous,8.3,Dual Loop,SH1 Orewa Off Ramp SB ,02 - Auckland,50,639,730,774,790,710,Regional Non-Continuous
1748719.3232,5945591.7489,513,1N,373,20.6800003051758,01N60398,Ramp,Non-Continuous,7.4,Dual Loop,SH1 Silverdale Off Ramp SB,02 - Auckland,56,2553,3126,3437,3550,3245,Regional Non-Continuous
1752762.276,5935394.6389,514,1N,398,11.5299997329712,01N60410,Ramp,Non-Continuous,3.3,Dual Loop,SH1 Oteha Valley Rd Off Ramp SB,02 - Auckland,57,5574,5975,6221,6565,5632,Regional Non-Continuous
1753243.205,5933483.8556,515,1N,398,13.4700002670288,01N60412,Ramp,Non-Continuous,5.5,Dual Loop,SH1 Greville Rd Off Ramp SB,02 - Auckland,14,3900,3930,4083,4330,3445,Regional Non-Continuous
1753925.9322,5931653.4696,516,1N,398,15.5,01N60414,Ramp,Non-Continuous,7.4,Dual Loop,SH1 Upper Harbour Hwy Off Ramp SB,02 - Auckland,,10398,10683,10120,10031,9792,Regional Non-Continuous
1755434.6145,5929315.8221,517,1N,414,2.50999999046326,01N60417,Ramp,Non-Continuous,1.7,Dual Loop,SH1 Tristram Ave Off Ramp SB,02 - Auckland,47,7941,7771,7764,7418,7785,Regional Non-Continuous
1756300.3946,5927441.7786,518,1N,414,4.57000017166138,01N60419,Ramp,Non-Continuous,1.9,Dual Loop,SH1 Northcote Rd Off Ramp SB,02 - Auckland,59,9017,9138,8847,8879,7814,Regional Non-Continuous
1757015.8158,5926232.3528,519,1N,414,5.98000001907349,01N60420,Ramp,Non-Continuous,2.5,Dual Loop,SH1 Esmonde Rd Off Ramp SB,02 - Auckland,55,5059,4819,4895,4832,4536,Regional Non-Continuous
1756492.2071,5924597.4249,520,1N,414,7.82000017166138,01N60422,Ramp,Non-Continuous,5.2,Dual Loop,SH1 Onewa Rd Off Ramp SB,02 - Auckland,71,3564,3647,3513,3563,3331,Regional Non-Continuous
1755341.9926,5921804.3338,521,1N,414,10.960000038147,01N60425,Ramp,Non-Continuous,1.5,Dual Loop,SH1 Shelly Beach Rd Off Ramp SB,02 - Auckland,80,7743,7300,7295,7169,5155,Regional Non-Continuous
1756090.0292,5921260.8968,522,1N,414,12.1000003814697,01N60426,Ramp,Continuous,6.1,SCATS,SH1 Fanshawe St Off Ramp SB ,02 - Auckland,347,12592,12191,11321,10678,8091,Regional Continuous
1756375.4355,5920554.5341,523,1N,414,12.1000003814697,01N60427,Ramp,Non-Continuous,1.4,ATMS (Dual Loop),SH1 Cook St Off Ramp SB,02 - Auckland,48,9213,9032,8233,8385,6035,Regional Non-Continuous
1757995.4958,5917985.0036,524,1N,427,2.50999999046326,01N60431,Ramp,Continuous,4.1,ATMS (Dual Loop),SH1 Gillies Ave Off Ramp SB (S2),02 - Auckland,341,21253,19528,17116,16933,14494,Regional Continuous
1759021.4217,5916992.1359,525,1N,431,0.519999980926514,01N60432,Ramp,Non-Continuous,1.9,Dual Loop,SH1 Market Rd Off Ramp SB,02 - Auckland,54,7398,7084,6737,7091,5601,Regional Non-Continuous
1759988.2277,5916062.1364,526,1N,431,1.86000001430511,01N60433,Ramp,Continuous,1.8,Dual Loop,SH1 Green Lane East Off Ramp SB,02 - Auckland,345,16170,16429,16757,17087,14541,Regional Continuous
1760836.5262,5915389.8767,527,1N,431,2.94000005722046,01N60434,Ramp,Non-Continuous,1,Dual Loop,SH1 Tecoma St Off Ramp SB,02 - Auckland,42,3978,3854,3691,3839,3343,Regional Non-Continuous
1761282.2347,5914523.8178,528,1N,431,3.94000005722046,01N60435,Ramp,Non-Continuous,2.8,Dual Loop,SH1 Ellerslie Panmure Hwy Off Ramp SB,02 - Auckland,51,11508,11529,12036,11750,9872,Regional Non-Continuous
1763216.4748,5912852.7644,529,1N,431,6.57999992370605,01N60437,Ramp,Non-Continuous,3.4,Dual Loop,SH1 Sth Eastern Hwy Off Ramp SB,02 - Auckland,52,18180,18101,17633,17362,14507,Regional Non-Continuous
1763534.6635,5912751.4033,530,1N,431,6.92000007629395,01N60439,Ramp,Non-Continuous,4.7,Dual Loop,SH1 Mt Wellington Hwy Off Ramp SB,02 - Auckland,14,9658,9726,9683,10072,8514,Regional Non-Continuous
1764984.8075,5910639.3711,531,1N,431,9.61999988555908,01N60441,Ramp,Non-Continuous,1.4,Dual Loop,SH1 Princes St Off Ramp SB,02 - Auckland,70,4888,4959,4739,4812,4207,Regional Non-Continuous
1765458.027,5909005.3623,532,1N,431,11.3999996185303,01N60443,Ramp,Non-Continuous,8,Dual Loop,SH1 Highbrook Dr Off Ramp SB,02 - Auckland,65,13417,13813,13829,14244,12483,Regional Non-Continuous
1766129.6505,5907666.7269,533,1N,431,12.8900003433228,01N60444,Ramp,Continuous,8.6,ATMS (Dual Loop),SH1 East Tamaki Rd Off Ramp SB (S6),02 - Auckland,365,10139,10574,10406,10615,9885,Regional Continuous
1767621.1317,5905372.7108,534,1N,431,15.710000038147,01N60447,Ramp,Non-Continuous,4.9,Dual Loop,SH1 Te Irirangi Dr Off Ramp SB,02 - Auckland,78,9527,9515,9719,9860,9047,Regional Non-Continuous
1767912.6332,5904604.2944,535,1N,431,16.5,01N60448,Ramp,Continuous,8.8,ATMS (Dual Loop),SH1 Redoubt Rd Off Ramp SB,02 - Auckland,365,7492,7881,7886,7890,6429,Regional Continuous
1767902.181,5904324.2778,536,1N,431,16.7999992370605,01N60449,Ramp,Non-Continuous,13.7,Dual Loop,SH1 Southwestern Off Ramp SB (exit 449),02 - Auckland,126,7075,7622,8207,8210,7273,Regional Non-Continuous
1769533.7418,5901981.4829,537,1N,448,2.84999990463257,01N60451,Ramp,Non-Continuous,3.1,Dual Loop,SH1 Hill Rd Off Ramp SB,02 - Auckland,54,13674,13089,13252,12940,12916,Regional Non-Continuous
1769913.6514,5899451.2189,538,1N,448,5.44999980926514,01N60454,Ramp,Continuous,4.7,Dual Loop,SH1 Takanini Off Ramp SB,02 - Auckland,,11744,13593,15544,15346,15344,Regional Continuous
1771426.3469,5895461.0992,539,1N,448,9.77999973297119,01N60458,Ramp,Continuous,10.1,Dual Loop,SH1 Papakura Off Ramp SB,02 - Auckland,,11686,11952,12363,12216,12235,Regional Continuous
1772433.175,5893468.9899,540,1N,448,11.539999961853,01N60460,Ramp,Non-Continuous,17.4,Dual Loop,SH1 Service Centre Off Ramp SB,02 - Auckland,70,3837,3916,4021,4042,3028,Regional Non-Continuous
1772916.5183,5891719.8672,541,1N,448,13.8800001144409,01N60462,Ramp,Non-Continuous,2.1,Dual Loop,SH1 Drury Off Ramp SB,02 - Auckland,70,11113,11208,11194,11408,12158,Regional Non-Continuous
1774861.3806,5887599.4034,542,1N,461,4.38000011444092,01N60465,Ramp,Non-Continuous,3.8,Dual Loop,SH1 Ramarama Off Ramp SB,02 - Auckland,,1906,1899,1859,2027,1999,Regional Non-Continuous
1775925.6338,5882145.1313,543,1N,461,10.2299995422363,01N60471,Ramp,Non-Continuous,7.6,Dual Loop,SH1 Mill Rd Off Ramp SB,02 - Auckland,54,5923,6172,6178,6130,5760,Regional Non-Continuous
1776924.7912,5880472.8897,544,1N,461,12.1300001144409,01N60473,Ramp,Non-Continuous,7.1,Dual Loop,SH1 Beaver Rd Off Ramp SB,02 - Auckland,69,76,86,81,79,85,Regional Non-Continuous
1777468.683,5879467.8338,545,1N,461,13.289999961853,01N60475,Ramp,Non-Continuous,30.6,Dual Loop,SH1 Nikau Rd Off Ramp SB,02 - Auckland,70,937,819,898,885,811,Regional Non-Continuous
1778367.1794,5878146.4033,546,1N,461,15,01N60476,Ramp,Non-Continuous,1.9,Dual Loop,SH1 Razorback Rd Off Ramp SB,02 - Auckland,68,1309,1531,1722,1883,2077,Regional Non-Continuous
